"","X","SampleSite_ID","BEC_Zone","BEC_Subzone","BEC_Variant","SPECIES_CD_1_1","SPECIES_PCT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","PLI_percent_pre","FDI_percent_pre","SX_percent_pre","AT_percent_pre","Species_pre","Year","Dominant_pre","LeadingSpecies_pre","LeadingPercent_pre","SecondSpecies_pre","SecondPercent_pre","ThirdSpecies_pre","ThirdPercent_pre","FourthSpecies_pre","FourthPercent_pre","SpeciesAll","PLI_percent","FDI_percent","SX_percent","AT_percent","Species","Dominant","LeadingSpecies","LeadingPercent","SecondSpecies","SecondPercent","ThirdSpecies","ThirdPercent","FourthSpecies","FourthPercent","Trans"
"246",246,"1649","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"247",247,"1651","SBPS","xc",NA,"PLI",72,"SX",20,"AT",7,"FDI",1,72,1,20,7," PLI FDI SX AT",2023,"Mix","PLI",72,"SX",20,"AT",7,"FDI",1,"AT, PLI",6,0,0,94," PLI AT","AT","AT",94,"PLI",6,NA,NA,NA,NA,"shift"
"248",248,"1653","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"249",249,"1657","SBPS","xc",NA,"SX",55,"PLI",45,"",NA,"",NA,45,0,55,0," PLI SX",2023,"Mix","SX",55,"PLI",45,NA,NA,NA,NA,"PLI, SX",93,0,7,0," PLI SX","PLI","PLI",93,"SX",7,NA,NA,NA,NA,"shift"
"250",250,"1658","SBPS","xc",NA,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2023,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"251",251,"1662","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",93,0,0,7," PLI AT","PLI","PLI",93,"AT",7,NA,NA,NA,NA,"static"
"252",252,"1663","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"253",253,"1665","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"254",254,"1666","SBPS","xc",NA,"PLI",60,"SX",35,"AT",5,"",NA,60,0,35,5," PLI SX AT",2023,"Mix","PLI",60,"SX",35,"AT",5,NA,NA,"AT, PLI, SX",89,0,4,7," PLI SX AT","PLI","PLI",89,"AT",7,"SX",4,NA,NA,"shift"
"255",255,"1672","SBPS","xc",NA,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2023,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"256",256,"1674","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"257",257,"1675","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"258",258,"1678","SBPS","xc",NA,"PLI",97,"FDI",3,"",NA,"",NA,97,3,0,0," PLI FDI",2023,"PLI","PLI",97,"FDI",3,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"259",259,"1679","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"SX",0,0,100,0," SX","SX","SX",100,NA,NA,NA,NA,NA,NA,"shift"
"260",260,"1685","SBPS","xc",NA,"PLI",99,"SX",1,"",NA,"",NA,99,0,1,0," PLI SX",2023,"PLI","PLI",99,"SX",1,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"261",261,"1686","SBPS","dc",NA,"PLI",43,"SX",29,"AT",28,"",NA,43,0,29,28," PLI SX AT",2023,"Mix","PLI",43,"SX",29,"AT",28,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"262",262,"1702","SBPS","xc",NA,"PLI",89,"SX",7,"AT",3,"FDI",1,89,1,7,3," PLI FDI SX AT",2023,"PLI","PLI",89,"SX",7,"AT",3,"FDI",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"263",263,"1705","SBPS","dc",NA,"SX",55,"PLI",40,"AT",5,"",NA,40,0,55,5," PLI SX AT",2023,"Mix","SX",55,"PLI",40,"AT",5,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"264",264,"1706","SBPS","dc",NA,"SX",54,"PLI",46,"",NA,"",NA,46,0,54,0," PLI SX",2023,"Mix","SX",54,"PLI",46,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"265",265,"1707","SBPS","dc",NA,"PLI",78,"SX",20,"AT",2,"",NA,78,0,20,2," PLI SX AT",2023,"Mix","PLI",78,"SX",20,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"266",266,"1708","SBPS","dc",NA,"PLI",58,"SX",32,"AT",10,"",NA,58,0,32,10," PLI SX AT",2023,"Mix","PLI",58,"SX",32,"AT",10,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"267",267,"1723","SBPS","xc",NA,"PLI",54,"AT",38,"SX",8,"",NA,54,0,8,38," PLI SX AT",2023,"Mix","PLI",54,"AT",38,"SX",8,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"268",268,"1738","SBPS","xc",NA,"PLI",97,"SX",2,"FDI",1,"",NA,97,1,2,0," PLI FDI SX",2023,"PLI","PLI",97,"SX",2,"FDI",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"269",269,"1739","SBPS","xc",NA,"PLI",94,"FDI",6,"",NA,"",NA,94,6,0,0," PLI FDI",2023,"PLI","PLI",94,"FDI",6,NA,NA,NA,NA,"AT, PLI",35,0,0,65," PLI AT","Mix","AT",65,"PLI",35,NA,NA,NA,NA,"shift"
"270",270,"1754","SBPS","xc",NA,"PLI",80,"AT",11,"FDI",5,"SX",4,80,5,4,11," PLI FDI SX AT",2023,"PLI","PLI",80,"AT",11,"FDI",5,"SX",4,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"271",271,"1757","SBPS","xc",NA,"PLI",93,"SX",5,"AT",2,"",NA,93,0,5,2," PLI SX AT",2023,"PLI","PLI",93,"SX",5,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"272",272,"1759","SBPS","dc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"273",273,"1760","SBPS","dc",NA,"PLI",50,"SX",40,"AT",10,"",NA,50,0,40,10," PLI SX AT",2023,"Mix","PLI",50,"SX",40,"AT",10,NA,NA,"AT, PLI, SX",18,0,63,18," PLI SX AT","Mix","SX",63,"PLI",18,"AT",18,NA,NA,"static"
"274",274,"1761","SBPS","dc",NA,"PLI",80,"AT",20,"",NA,"",NA,80,0,0,20," PLI AT",2023,"PLI","PLI",80,"AT",20,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"275",275,"1770","SBPS","xc",NA,"PLI",97,"SX",3,"",NA,"",NA,97,0,3,0," PLI SX",2023,"PLI","PLI",97,"SX",3,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"276",276,"1771","SBPS","xc",NA,"PLI",97,"AT",2,"SX",1,"",NA,97,0,1,2," PLI SX AT",2023,"PLI","PLI",97,"AT",2,"SX",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"277",277,"1772","SBPS","xc",NA,"PLI",96,"SX",3,"AT",1,"",NA,96,0,3,1," PLI SX AT",2023,"PLI","PLI",96,"SX",3,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"278",278,"1789","SBPS","xc",NA,"PLI",80,"AT",15,"SX",5,"",NA,80,0,5,15," PLI SX AT",2023,"PLI","PLI",80,"AT",15,"SX",5,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"279",279,"1791","SBPS","dc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"280",280,"1792","SBPS","dc",NA,"PLI",50,"AT",40,"SX",10,"",NA,50,0,10,40," PLI SX AT",2023,"Mix","PLI",50,"AT",40,"SX",10,NA,NA,"AT, PLI",73,0,0,27," PLI AT","Mix","PLI",73,"AT",27,NA,NA,NA,NA,"static"
"281",281,"1793","SBPS","dc",NA,"PLI",50,"AT",40,"SX",10,"",NA,50,0,10,40," PLI SX AT",2023,"Mix","PLI",50,"AT",40,"SX",10,NA,NA,"AT, PLI",75,0,0,25," PLI AT","Mix","PLI",75,"AT",25,NA,NA,NA,NA,"static"
"282",282,"1795","SBPS","dc",NA,"PLI",80,"AT",10,"SX",10,"",NA,80,0,10,10," PLI SX AT",2023,"PLI","PLI",80,"AT",10,"SX",10,NA,NA,"AT, PLI",80,0,0,20," PLI AT","PLI","PLI",80,"AT",20,NA,NA,NA,NA,"static"
"283",283,"1798","SBPS","dc",NA,"AT",60,"PLI",40,"",NA,"",NA,40,0,0,60," PLI AT",2023,"Mix","AT",60,"PLI",40,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"284",284,"1805","SBPS","xc",NA,"PLI",52,"AT",44,"SX",4,"",NA,52,0,4,44," PLI SX AT",2023,"Mix","PLI",52,"AT",44,"SX",4,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"285",285,"1816","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"NR",0,0,0,0,"NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"shift"
"286",286,"1825","SBPS","xc",NA,"PLI",90,"SX",10,"",NA,"",NA,90,0,10,0," PLI SX",2023,"PLI","PLI",90,"SX",10,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"287",287,"1833","SBPS","dc",NA,"PLI",60,"SX",26,"AT",14,"",NA,60,0,26,14," PLI SX AT",2023,"Mix","PLI",60,"SX",26,"AT",14,NA,NA,"AT, PLI",96,0,0,4," PLI AT","PLI","PLI",96,"AT",4,NA,NA,NA,NA,"shift"
"288",288,"1835","SBPS","dc",NA,"PLI",80,"AT",20,"",NA,"",NA,80,0,0,20," PLI AT",2023,"PLI","PLI",80,"AT",20,NA,NA,NA,NA,"PLI",0,0,0,0,NA,"NR","NR",NA,NA,NA,NA,NA,NA,NA,"shift"
"289",289,"1844","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI, SX",86,0,14,0," PLI SX","PLI","PLI",86,"SX",14,NA,NA,NA,NA,"static"
"290",290,"1845","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"291",291,"1876","SBPS","dc",NA,"SX",82,"AT",11,"PLI",7,"",NA,7,0,82,11," PLI SX AT",2023,"SX","SX",82,"AT",11,"PLI",7,NA,NA,"PLI, SX",79,0,21,0," PLI SX","Mix","PLI",79,"SX",21,NA,NA,NA,NA,"shift"
"292",292,"1889","SBPS","xc",NA,"PLI",93,"SX",5,"AT",2,"",NA,93,0,5,2," PLI SX AT",2023,"PLI","PLI",93,"SX",5,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"293",293,"1916","SBPS","dc",NA,"PLI",95,"SX",3,"AT",2,"",NA,95,0,3,2," PLI SX AT",2023,"PLI","PLI",95,"SX",3,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"294",294,"1931","SBPS","dc",NA,"PLI",75,"SX",21,"AT",4,"",NA,75,0,21,4," PLI SX AT",2023,"Mix","PLI",75,"SX",21,"AT",4,NA,NA,"AT, PLI, SX",99,0,1,1," PLI SX AT","PLI","PLI",99,"AT",1,"SX",1,NA,NA,"shift"
"295",295,"1979","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"296",296,"1981","MS","xv",NA,"PLI",96,"SX",4,"",NA,"",NA,96,0,4,0," PLI SX",2023,"PLI","PLI",96,"SX",4,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"297",297,"1982","SBPS","xc",NA,"PLI",89,"SX",11,"",NA,"",NA,89,0,11,0," PLI SX",2023,"PLI","PLI",89,"SX",11,NA,NA,NA,NA,"PLI, SX",71,0,29,0," PLI SX","Mix","PLI",71,"SX",29,NA,NA,NA,NA,"shift"
"298",298,"2034","SBPS","xc",NA,"PLI",92,"SX",8,"",NA,"",NA,92,0,8,0," PLI SX",2023,"PLI","PLI",92,"SX",8,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"299",299,"2035","SBPS","xc",NA,"PLI",84,"SX",16,"",NA,"",NA,84,0,16,0," PLI SX",2023,"PLI","PLI",84,"SX",16,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"300",300,"2041","SBPS","xc",NA,"PLI",59,"AT",39,"SX",2,"",NA,59,0,2,39," PLI SX AT",2023,"Mix","PLI",59,"AT",39,"SX",2,NA,NA,"AT, PLI",47,0,0,53," PLI AT","Mix","AT",53,"PLI",47,NA,NA,NA,NA,"static"
"301",301,"2107","SBPS","xc",NA,"PLI",98,"AT",2,"",NA,"",NA,98,0,0,2," PLI AT",2023,"PLI","PLI",98,"AT",2,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"302",302,"2108","SBPS","xc",NA,"PLI",57,"SX",39,"AT",4,"",NA,57,0,39,4," PLI SX AT",2023,"Mix","PLI",57,"SX",39,"AT",4,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"303",303,"2111","SBPS","xc",NA,"PLI",63,"AT",37,"",NA,"",NA,63,0,0,37," PLI AT",2023,"Mix","PLI",63,"AT",37,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"304",304,"2113","SBPS","xc",NA,"PLI",82,"SX",7,"FDI",6,"AT",5,82,6,7,5," PLI FDI SX AT",2023,"PLI","PLI",82,"SX",7,"FDI",6,"AT",5,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"305",305,"2155","SBPS","xc",NA,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2023,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"AT, PLI",47,0,0,53," PLI AT","Mix","AT",53,"PLI",47,NA,NA,NA,NA,"shift"
"306",306,"2159","SBPS","xc",NA,"PLI",62,"SX",36,"AT",2,"",NA,62,0,36,2," PLI SX AT",2023,"Mix","PLI",62,"SX",36,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"307",307,"2163","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"308",308,"2195","SBPS","mk",NA,"PLI",72,"SX",26,"AT",1,"FDI",1,72,1,26,1," PLI FDI SX AT",2023,"Mix","PLI",72,"SX",26,"FDI",1,"AT",1,"AT, PLI",31,0,0,69," PLI AT","Mix","AT",69,"PLI",31,NA,NA,NA,NA,"static"
"309",309,"2200","SBPS","xc",NA,"PLI",94,"SX",6,"",NA,"",NA,94,0,6,0," PLI SX",2023,"PLI","PLI",94,"SX",6,NA,NA,NA,NA,"AT, PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"310",310,"2202","SBPS","xc",NA,"PLI",91,"SX",7,"AT",2,"",NA,91,0,7,2," PLI SX AT",2023,"PLI","PLI",91,"SX",7,"AT",2,NA,NA,"AT, PLI",84,0,0,16," PLI AT","PLI","PLI",84,"AT",16,NA,NA,NA,NA,"static"
"311",311,"2205","SBPS","xc",NA,"PLI",63,"SX",21,"AT",16,"",NA,63,0,21,16," PLI SX AT",2023,"Mix","PLI",63,"SX",21,"AT",16,NA,NA,"AT, PLI, SX",7,0,3,90," PLI SX AT","AT","AT",90,"PLI",7,"SX",3,NA,NA,"shift"
"312",312,"2210","SBPS","xc",NA,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2023,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"NR",0,0,0,0,"NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"shift"
"313",313,"2211","SBPS","xc",NA,"PLI",97,"SX",3,"",NA,"",NA,97,0,3,0," PLI SX",2023,"PLI","PLI",97,"SX",3,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"314",314,"2212","SBPS","xc",NA,"PLI",79,"SX",16,"AT",5,"",NA,79,0,16,5," PLI SX AT",2023,"Mix","PLI",79,"SX",16,"AT",5,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"315",315,"2272","SBPS","xc",NA,"PLI",90,"AT",10,"",NA,"",NA,90,0,0,10," PLI AT",2023,"PLI","PLI",90,"AT",10,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"316",316,"2311","SBPS","dc",NA,"SX",64,"PLI",35,"AT",1,"",NA,35,0,64,1," PLI SX AT",2023,"Mix","SX",64,"PLI",35,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"317",317,"2312","SBPS","dc",NA,"PLI",90,"SX",8,"AT",2,"",NA,90,0,8,2," PLI SX AT",2023,"PLI","PLI",90,"SX",8,"AT",2,NA,NA,"PLI, SX",88,0,12,0," PLI SX","PLI","PLI",88,"SX",12,NA,NA,NA,NA,"static"
"318",318,"2317","SBPS","mk",NA,"PLI",41,"SX",35,"AT",24,"",NA,41,0,35,24," PLI SX AT",2023,"Mix","PLI",41,"SX",35,"AT",24,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"319",319,"2318","SBPS","mk",NA,"PLI",78,"AT",12,"SX",10,"",NA,78,0,10,12," PLI SX AT",2023,"Mix","PLI",78,"AT",12,"SX",10,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"320",320,"2336","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"321",321,"2378","SBPS","dc",NA,"PLI",54,"AT",37,"SX",9,"",NA,54,0,9,37," PLI SX AT",2023,"Mix","PLI",54,"AT",37,"SX",9,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"322",322,"2379","SBPS","dc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"323",323,"2380","SBPS","dc",NA,"PLI",49,"SX",48,"AT",3,"",NA,49,0,48,3," PLI SX AT",2023,"Mix","PLI",49,"SX",48,"AT",3,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"324",324,"2412","SBPS","xc",NA,"PLI",91,"AT",7,"FDI",2,"",NA,91,2,0,7," PLI FDI AT",2023,"PLI","PLI",91,"AT",7,"FDI",2,NA,NA,"AT, PLI",99,0,0,1," PLI AT","PLI","PLI",99,"AT",1,NA,NA,NA,NA,"static"
"325",325,"2414","SBPS","xc",NA,"PLI",70,"AT",30,"",NA,"",NA,70,0,0,30," PLI AT",2023,"Mix","PLI",70,"AT",30,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"326",326,"2460","SBPS","dc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2023,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"327",327,"2523","SBPS","mk",NA,"PLI",80,"SX",20,"",NA,"",NA,80,0,20,0," PLI SX",2023,"PLI","PLI",80,"SX",20,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"328",328,"2626","SBPS","xc",NA,"PLI",96,"SX",4,"",NA,"",NA,96,0,4,0," PLI SX",2023,"PLI","PLI",96,"SX",4,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"329",329,"2644","SBPS","xc",NA,"PLI",76,"SX",15,"FDI",9,"",NA,76,9,15,0," PLI FDI SX",2023,"Mix","PLI",76,"SX",15,"FDI",9,NA,NA,"AT, PLI",96,0,0,4," PLI AT","PLI","PLI",96,"AT",4,NA,NA,NA,NA,"shift"
"330",330,"2647","MS","xv",NA,"PLI",98,"SX",1,"FDI",1,"",NA,98,1,1,0," PLI FDI SX",2023,"PLI","PLI",98,"FDI",1,"SX",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"331",331,"2662","MS","xv",NA,"PLI",82,"SX",17,"AT",1,"",NA,82,0,17,1," PLI SX AT",2023,"PLI","PLI",82,"SX",17,"AT",1,NA,NA,"AT, PLI",14,0,0,86," PLI AT","AT","AT",86,"PLI",14,NA,NA,NA,NA,"shift"
"332",332,"2664","MS","xv",NA,"PLI",91,"SX",9,"",NA,"",NA,91,0,9,0," PLI SX",2023,"PLI","PLI",91,"SX",9,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"333",333,"816","IDF","xm",NA,"FDI",99,"AT",1,"",NA,"",NA,0,99,0,1," FDI AT",2024,"FDI","FDI",99,"AT",1,NA,NA,NA,NA,"AT",0,0,0,100," AT","AT","AT",100,NA,NA,NA,NA,NA,NA,"shift"
"334",334,"817","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"NR",0,0,0,0,"NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"shift"
"335",335,"2383","SBPS","dc",NA,"PLI",88,"SX",10,"AT",2,"",NA,88,0,10,2," PLI SX AT",2024,"PLI","PLI",88,"SX",10,"AT",2,NA,NA,"PLI, SX",13,0,87,0," PLI SX","SX","SX",87,"PLI",13,NA,NA,NA,NA,"shift"
"336",336,"2456","SBPS","dc",NA,"PLI",80,"SX",18,"AT",2,"",NA,80,0,18,2," PLI SX AT",2024,"PLI","PLI",80,"SX",18,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"337",337,"605","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"338",338,"416","IDF","dk",4,"FDI",53,"PLI",28,"SX",17,"AT",2,28,53,17,2," PLI FDI SX AT",2024,"Mix","FDI",53,"PLI",28,"SX",17,"AT",2,"AT, FDI, PLI, SX",86,3,10,1," PLI FDI SX AT","PLI","PLI",86,"SX",10,"FDI",3,"AT",1,"shift"
"339",339,"226","IDF","dk",4,"AT",92,"PLI",7,"",NA,"",NA,7,0,0,92," PLI AT",2024,"AT","AT",92,"PLI",7,NA,NA,NA,NA,"AT, PLI",36,0,0,64," PLI AT","Mix","AT",64,"PLI",36,NA,NA,NA,NA,"shift"
"340",340,"415","IDF","dk",4,"FDI",89,"PLI",8,"AT",3,"",NA,8,89,0,3," PLI FDI AT",2024,"FDI","FDI",89,"PLI",8,"AT",3,NA,NA,"FDI, PLI",2,98,0,0," PLI FDI","FDI","FDI",98,"PLI",2,NA,NA,NA,NA,"static"
"341",341,"265","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",56,13,0,31," PLI FDI AT","Mix","PLI",56,"AT",31,"FDI",13,NA,NA,"shift"
